TestIndex,UserAvgRating,BusinessAverageStars,NearestUserAverageStars,ReviewCategoryAverageStars,y
13106,2.5,3.5,3.50,3.355911,NULL
13107,3.32,3.5,3.50,3.355911,NULL
13108,4.18,3.5,3.50,3.355911,NULL
13109,4.06,3.5,3.50,3.355911,NULL
13110,4.42,3.5,3.50,3.355911,NULL
13111,3.88,4,4.00,4.148019,NULL
13112,3.82,3.5,3.50,3.355911,NULL
13113,3,3.5,3.50,3.355911,NULL
13114,4.33,4,4.00,4.148019,NULL
13115,3.35,3,3.00,2.367459,NULL
13116,4.1,4,4.00,4.148019,NULL
13117,4.12,3.5,3.50,3.355911,NULL
13118,3.94,4,4.00,4.148019,NULL
13119,3.39,4,4.00,4.148019,NULL
13120,3.95,4,4.00,4.148019,NULL
13121,2.82,4,4.00,4.148019,NULL
13122,4.14,4,4.00,4.148019,NULL
13123,4,3,3.00,2.367459,NULL
13124,4.18,3.5,3.50,3.355911,NULL
13125,3.27,4,4.00,4.148019,NULL
13126,3.33,4.5,4.50,4.760267,NULL
13127,3.71,4,4.00,4.148019,NULL
13128,3.61,4,4.00,4.148019,NULL
13129,3.37,3.5,3.50,3.355911,NULL
13130,4.35,3.5,3.50,3.355911,NULL
13131,4,4,4.00,4.148019,NULL
13132,3.14,3,3.00,2.367459,NULL
13133,4.19,4,4.00,4.148019,NULL
13134,3.91,5,5.00,4.999613,NULL
13135,3.6,3.5,3.50,3.355911,NULL
13136,5,4.5,4.50,4.760267,NULL
13137,4,4.5,4.50,4.760267,NULL
13138,5,4,4.00,4.148019,NULL
13139,3.56,3,3.00,2.367459,NULL
13140,2.67,4.5,4.50,4.760267,NULL
13141,3.53,3,3.00,2.367459,NULL
13142,3.67,2.5,2.50,1.685483,NULL
13143,3.67,4.5,4.50,4.760267,NULL
13144,3.43,4,4.00,4.148019,NULL
13145,4.04,4.5,4.50,4.760267,NULL
13146,3.88,4,4.00,4.148019,NULL
13147,4.8,4.5,4.50,4.760267,NULL
13148,4.56,4,4.00,4.148019,NULL
13149,4.1,4,4.00,4.148019,NULL
13150,3.78,3.5,3.50,3.355911,NULL
13151,3.69,4,4.00,4.148019,NULL
13152,4.07,3.5,3.50,3.355911,NULL
13153,3.98,4.5,4.50,4.760267,NULL
13154,3.2,3,3.00,2.367459,NULL
13155,4.07,4,4.00,4.148019,NULL
13156,3.33,4,4.00,4.148019,NULL
13157,4.43,3.5,3.50,3.355911,NULL
13158,3.27,4,4.00,4.148019,NULL
13159,3.64,3.5,3.50,3.355911,NULL
13160,4.27,4,4.00,4.148019,NULL
13161,3.59,4.5,4.50,4.760267,NULL
13162,4.28,4,4.00,4.148019,NULL
13163,3.66,3.5,3.50,3.355911,NULL
13164,4.24,3,3.00,2.367459,NULL
13165,4.5,4.5,4.50,4.760267,NULL
13166,3.24,4,4.00,4.148019,NULL
13167,3.88,3,3.00,2.367459,NULL
13168,3.29,3,3.00,2.367459,NULL
13169,4.08,2.5,2.50,1.685483,NULL
13170,3.58,3.5,3.50,3.355911,NULL
13171,3.97,3.5,3.50,3.355911,NULL
13172,3.96,4,4.00,4.148019,NULL
13173,4,4,4.00,4.148019,NULL
13174,3.77,4,4.00,4.148019,NULL
13175,3.97,4,4.00,4.148019,NULL
13176,4.38,3.5,3.50,3.355911,NULL
13177,3.94,3.5,3.50,3.355911,NULL
13178,2.82,4,4.00,4.148019,NULL
13179,3.6,3.5,3.50,3.355911,NULL
13180,3.8,4,4.00,4.148019,NULL
13181,4.09,4,4.00,4.148019,NULL
13182,3.59,4,4.00,4.148019,NULL
13183,3.46,3.5,3.50,3.355911,NULL
13184,3.27,4.5,4.50,4.760267,NULL
13185,3.46,3.5,3.50,3.355911,NULL
13186,3.61,4.5,4.50,4.760267,NULL
13187,2.59,4,4.00,4.148019,NULL
13188,3.29,4.5,4.50,4.760267,NULL
13189,4.48,4,4.00,4.148019,NULL
13190,3.36,4,4.00,4.148019,NULL
13191,4.05,4.5,4.50,4.760267,NULL
13192,4.1,3,3.00,2.367459,NULL
13193,4.17,4.5,4.50,4.760267,NULL
13194,3.95,4.5,4.50,4.760267,NULL
13195,5,4.5,4.50,4.760267,NULL
13196,4.19,2,2.00,1.396213,NULL
13197,3.7,3.5,3.50,3.355911,NULL
13198,4.15,3,3.00,2.367459,NULL
13199,4.55,4,4.00,4.148019,NULL
13200,2.68,3.5,3.50,3.355911,NULL
13201,4.52,3.5,3.50,3.355911,NULL
13202,3,4.5,4.50,4.760267,NULL
13203,3.95,3,3.00,2.367459,NULL
13204,4.13,3,3.00,2.367459,NULL
13205,3.5,4,4.00,4.148019,NULL
13206,3.55,3.5,3.50,3.355911,NULL
13207,3.79,4.5,4.50,4.760267,NULL
13208,4.01,4.5,4.50,4.760267,NULL
13209,3.67,4,4.00,4.148019,NULL
13210,3.91,4,4.00,4.148019,NULL
13211,5,3,3.00,2.367459,NULL
13212,4.67,2.5,2.50,1.685483,NULL
13213,3.77,3,3.00,2.367459,NULL
13214,3.95,4.5,4.50,4.760267,NULL
13215,3.74,4.5,4.50,4.760267,NULL
13216,4.14,4,4.00,4.148019,NULL
13217,5,5,5.00,4.999613,NULL
13218,3.67,3.5,3.50,3.355911,NULL
13219,4.55,4,4.00,4.148019,NULL
13220,4.11,4,4.00,4.148019,NULL
13221,3.97,3,3.00,2.367459,NULL
13222,4.67,4,4.00,4.148019,NULL
13223,2.76,4,4.00,4.148019,NULL
13224,3.78,4,4.00,4.148019,NULL
13225,4.21,4,4.00,4.148019,NULL
13226,1.85,3,3.00,2.367459,NULL
13227,3.76,4,4.00,4.148019,NULL
13228,2.96,4,4.00,4.148019,NULL
13229,2.63,4,4.00,4.148019,NULL
13230,3.93,4.5,4.50,4.760267,NULL
13231,3.47,3.5,3.50,3.355911,NULL
13232,4.19,4,4.00,4.148019,NULL
13233,4.01,3.5,3.50,3.355911,NULL
13234,3.88,4,4.00,4.148019,NULL
13235,4.69,4,4.00,4.148019,NULL
13236,4.08,4.5,4.50,4.760267,NULL
13237,3.78,3.5,3.50,3.355911,NULL
13238,3.91,4.5,4.50,4.760267,NULL
13239,3.58,4.5,4.50,4.760267,NULL
13240,3.73,3,3.00,2.367459,NULL
13241,4.35,4,4.00,4.148019,NULL
13242,4.56,4,4.00,4.148019,NULL
13243,3.56,3.5,3.50,3.355911,NULL
13244,3.39,2.5,2.50,1.685483,NULL
13245,4,3.5,3.50,3.355911,NULL
13246,3.58,3.5,3.50,3.355911,NULL
13247,3.29,4,4.00,4.148019,NULL
13248,4.06,4.5,4.50,4.760267,NULL
13249,4.12,3.5,3.50,3.355911,NULL
13250,4.07,3.5,3.50,3.355911,NULL
13251,3.59,4.5,4.50,4.760267,NULL
13252,4.97,3.5,3.50,3.355911,NULL
13253,4.05,4,4.00,4.148019,NULL
13254,4.21,3.5,3.50,3.355911,NULL
13255,4,3.5,3.50,3.355911,NULL
13256,3.43,3,3.00,2.367459,NULL
13257,4.13,3.5,3.50,3.355911,NULL
13258,4.03,4,4.00,4.148019,NULL
13259,4.56,4,4.00,4.148019,NULL
13260,4.2,4,4.00,4.148019,NULL
13261,3.25,4.5,4.50,4.760267,NULL
13262,2.87,4,4.00,4.148019,NULL
13263,4.44,4,4.00,4.148019,NULL
13264,3.83,3.5,3.50,3.355911,NULL
13265,3.82,4.5,4.50,4.760267,NULL
13266,4.27,4.5,4.50,4.760267,NULL
13267,3.83,3.5,3.50,3.355911,NULL
13268,3.33,3.5,3.50,3.355911,NULL
13269,3.87,3,3.00,2.367459,NULL
13270,3.93,4,4.00,4.148019,NULL
13271,4.2,3,3.00,2.367459,NULL
13272,3.78,3,3.00,2.367459,NULL
13273,3.87,4,4.00,4.148019,NULL
13274,3.95,4.5,4.50,4.760267,NULL
13275,3.19,3.5,3.50,3.355911,NULL
13276,3.71,4,4.00,4.148019,NULL
13277,3.83,4.5,4.50,4.760267,NULL
13278,3.75,4,4.00,4.148019,NULL
13279,4,4.5,4.50,4.760267,NULL
13280,1.4,4,4.00,4.148019,NULL
13281,3.78,3.5,3.50,3.355911,NULL
13282,3.89,4.5,4.50,4.760267,NULL
13283,4.81,4.5,4.50,4.760267,NULL
13284,1.5,3.5,3.50,3.355911,NULL
13285,3.82,3.5,3.50,3.355911,NULL
13286,4,4,4.00,4.148019,NULL
13287,3.2,3,3.00,2.367459,NULL
13288,5,5,5.00,4.999613,NULL
13289,4.5,4.5,4.50,4.760267,NULL
13290,3.81,2.5,2.50,1.685483,NULL
13291,3.84,4,4.00,4.148019,NULL
13292,4.2,2.5,2.50,1.685483,NULL
13293,3.98,3.5,3.50,3.355911,NULL
13294,4.17,2.5,2.50,1.685483,NULL
13295,4.42,4.5,4.50,4.760267,NULL
13296,4.24,4,4.00,4.148019,NULL
13297,3.65,4,4.00,4.148019,NULL
13298,2.94,3,3.00,2.367459,NULL
13299,2.95,2.5,2.50,1.685483,NULL
13300,3.85,3.5,3.50,3.355911,NULL
13301,3.8,4.5,4.50,4.760267,NULL
13302,3.81,4,4.00,4.148019,NULL
13303,4.7,4,4.00,4.148019,NULL
13304,3.2,4,4.00,4.148019,NULL
13305,2.56,4,4.00,4.148019,NULL
13306,4.3,4,4.00,4.148019,NULL
13307,3.88,4.5,4.50,4.760267,NULL
13308,4.26,3.5,3.50,3.355911,NULL
13309,3.36,3,3.00,2.367459,NULL
13310,3.42,3.5,3.50,3.355911,NULL
13311,4.58,4.5,4.50,4.760267,NULL
13312,4.13,4,4.00,4.148019,NULL
13313,2.8,3.5,3.50,3.355911,NULL
13314,3.66,1.5,1.50,1.131262,NULL
13315,4.2,5,5.00,4.999613,NULL
13316,3.73,4.5,4.50,4.760267,NULL
13317,3.67,4,4.00,4.148019,NULL
13318,4.17,4,4.00,4.148019,NULL
13319,4.21,4.5,4.50,4.760267,NULL
13320,3.65,3.5,3.50,3.355911,NULL
13321,4,3.5,3.50,3.355911,NULL
13322,3.75,3,3.00,2.367459,NULL
13323,4.45,4.5,4.50,4.760267,NULL
13324,3.28,4,4.00,4.148019,NULL
13325,3.6,4,4.00,4.148019,NULL
13326,3.53,4.5,4.50,4.760267,NULL
13327,3.66,4,4.00,4.148019,NULL
13328,3.87,4.5,4.50,4.760267,NULL
13329,4.19,4,4.00,4.148019,NULL
13330,3.28,3,3.00,2.367459,NULL
13331,3.84,4.5,4.50,4.760267,NULL
13332,4.03,4,4.00,4.148019,NULL
13333,2.94,4,4.00,4.148019,NULL
13334,3.8,4,4.00,4.148019,NULL
13335,3.13,4,4.00,4.148019,NULL
13336,4.44,4,4.00,4.148019,NULL
13337,3.57,3.5,3.50,3.355911,NULL
13338,4.27,5,5.00,4.999613,NULL
13339,4.01,3.5,3.50,3.355911,NULL
13340,1.5,1.5,1.50,1.131262,NULL
13341,3.98,4.5,4.50,4.760267,NULL
13342,3.11,3.5,3.50,3.355911,NULL
13343,3.63,4,4.00,4.148019,NULL
13344,3.37,4,4.00,4.148019,NULL
13345,4.32,4,4.00,4.148019,NULL
13346,4.47,4.5,4.50,4.760267,NULL
13347,3.4,3,3.00,2.367459,NULL
13348,5,4,4.00,4.148019,NULL
13349,4.56,4.5,4.50,4.760267,NULL
13350,3.91,4,4.00,4.148019,NULL
13351,3.68,5,5.00,4.999613,NULL
13352,3.47,4,4.00,4.148019,NULL
13353,3.4,4.5,4.50,4.760267,NULL
13354,3.47,4,4.00,4.148019,NULL
13355,3.97,4,4.00,4.148019,NULL
13356,3.97,3.5,3.50,3.355911,NULL
13357,3.84,4,4.00,4.148019,NULL
13358,3.07,4,4.00,4.148019,NULL
13359,4.46,4,4.00,4.148019,NULL
13360,5,4.5,4.50,4.760267,NULL
13361,4,4,4.00,4.148019,NULL
13362,3.42,4,4.00,4.148019,NULL
13363,3.6,3.5,3.50,3.355911,NULL
13364,3.5,4,4.00,4.148019,NULL
13365,3.87,4,4.00,4.148019,NULL
13366,3.61,4,4.00,4.148019,NULL
13367,3.81,4,4.00,4.148019,NULL
13368,4.16,3.5,3.50,3.355911,NULL
13369,4.14,3.5,3.50,3.355911,NULL
13370,4.42,4,4.00,4.148019,NULL
13371,3.85,4.5,4.50,4.760267,NULL
13372,4,4,4.00,4.148019,NULL
13373,4.18,4,4.00,4.148019,NULL
13374,3.86,3.5,3.50,3.355911,NULL
13375,3.76,3.5,3.50,3.355911,NULL
13376,3.76,4,4.00,4.148019,NULL
13377,3.7,4.5,4.50,4.760267,NULL
13378,5,5,5.00,4.999613,NULL
13379,3.49,4,4.00,4.148019,NULL
13380,4.29,5,5.00,4.999613,NULL
13381,4.42,3,3.00,2.367459,NULL
13382,3.5,4.5,4.50,4.760267,NULL
13383,3.77,4,4.00,4.148019,NULL
13384,3,4,4.00,4.148019,NULL
13385,3.36,4,4.00,4.148019,NULL
13386,3.33,4.5,4.50,4.760267,NULL
13387,4.19,3.5,3.50,3.355911,NULL
13388,3.56,4,4.00,4.148019,NULL
13389,3.67,3.5,3.50,3.355911,NULL
13390,3.7,2.5,2.50,1.685483,NULL
13391,4.48,4,4.00,4.148019,NULL
13392,3.2,4,4.00,4.148019,NULL
13393,3.36,4.5,4.50,4.760267,NULL
13394,3.46,3,3.00,2.367459,NULL
13395,4.48,4.5,4.50,4.760267,NULL
13396,4.32,4,4.00,4.148019,NULL
13397,3.75,4.5,4.50,4.760267,NULL
13398,3.42,3,3.00,2.367459,NULL
13399,3.76,4,4.00,4.148019,NULL
13400,4.32,4.5,4.50,4.760267,NULL
13401,2.3,2,2.00,1.396213,NULL
13402,3.76,3,3.00,2.367459,NULL
13403,4.1,3.5,3.50,3.355911,NULL
13404,4.09,4,4.00,4.148019,NULL
13405,3.76,4.5,4.50,4.760267,NULL
13406,4.69,4,4.00,4.148019,NULL
13407,4.13,3,3.00,2.367459,NULL
13408,4.27,4,4.00,4.148019,NULL
13409,2.93,2.5,2.50,1.685483,NULL
13410,4.02,4.5,4.50,4.760267,NULL
13411,3.07,4,4.00,4.148019,NULL
13412,4,4,4.00,4.148019,NULL
13413,3.47,4,4.00,4.148019,NULL
13414,3.14,4,4.00,4.148019,NULL
13415,4,3.5,3.50,3.355911,NULL
13416,4.22,4,4.00,4.148019,NULL
13417,4.05,3.5,3.50,3.355911,NULL
13418,3.95,4.5,4.50,4.760267,NULL
13419,4.39,3.5,3.50,3.355911,NULL
13420,3.85,4.5,4.50,4.760267,NULL
13421,3.02,4,4.00,4.148019,NULL
13422,3.88,4.5,4.50,4.760267,NULL
13423,3.55,4,4.00,4.148019,NULL
13424,3.67,2,2.00,1.396213,NULL
13425,3.5,4,4.00,4.148019,NULL
13426,4.19,3.5,3.50,3.355911,NULL
13427,3.85,4,4.00,4.148019,NULL
13428,3.74,3.5,3.50,3.355911,NULL
13429,2.54,3.5,3.50,3.355911,NULL
13430,4.46,4,4.00,4.148019,NULL
13431,3.46,3.5,3.50,3.355911,NULL
13432,4.05,4.5,4.50,4.760267,NULL
13433,4.08,3.5,3.50,3.355911,NULL
13434,4.29,3.5,3.50,3.355911,NULL
13435,2.97,3.5,3.50,3.355911,NULL
13436,3.73,4.5,4.50,4.760267,NULL
13437,2.97,4,4.00,4.148019,NULL
13438,3.95,4,4.00,4.148019,NULL
13439,3.56,3,3.00,2.367459,NULL
13440,4.19,4,4.00,4.148019,NULL
13441,4.57,4.5,4.50,4.760267,NULL
13442,4.67,4,4.00,4.148019,NULL
13443,3.89,4,4.00,4.148019,NULL
13444,3.89,4.5,4.50,4.760267,NULL
13445,2,3.5,3.50,3.355911,NULL
13446,2.78,4.5,4.50,4.760267,NULL
13447,3.6,4.5,4.50,4.760267,NULL
13448,4.13,4,4.00,4.148019,NULL
13449,3.89,4,4.00,4.148019,NULL
13450,3.56,3.5,3.50,3.355911,NULL
13451,4.69,4.5,4.50,4.760267,NULL
13452,3.6,3.5,3.50,3.355911,NULL
13453,3.67,4,4.00,4.148019,NULL
13454,3.49,3.5,3.50,3.355911,NULL
13455,4.78,4,4.00,4.148019,NULL
13456,4.75,3,3.00,2.367459,NULL
13457,3.94,4.5,4.50,4.760267,NULL
13458,4.05,3.5,3.50,3.355911,NULL
13459,4.16,4,4.00,4.148019,NULL
13460,4.16,4.5,4.50,4.760267,NULL
13461,4.16,4.5,4.50,4.760267,NULL
13462,3.46,4,4.00,4.148019,NULL
13463,4,3,3.00,2.367459,NULL
13464,4.67,4.5,4.50,4.760267,NULL
13465,4.25,4,4.00,4.148019,NULL
13466,4.67,4,4.00,4.148019,NULL
13467,5,4.5,4.50,4.760267,NULL
13468,4.33,4.5,4.50,4.760267,NULL
13469,4.4,4.5,4.50,4.760267,NULL
13470,3.9,3.5,3.50,3.355911,NULL
13471,3.94,3,3.00,2.367459,NULL
13472,4.12,4,4.00,4.148019,NULL
13473,3.42,3.5,3.50,3.355911,NULL
13474,4.24,4.5,4.50,4.760267,NULL
13475,4.22,2.5,2.50,1.685483,NULL
13476,3.55,4,4.00,4.148019,NULL
13477,4.5,3.5,3.50,3.355911,NULL
13478,3.72,4.5,4.50,4.760267,NULL
13479,4.5,4,4.00,4.148019,NULL
13480,3.22,3.5,3.50,3.355911,NULL
13481,4.2,5,5.00,4.999613,NULL
13482,4.24,4.5,4.50,4.760267,NULL
13483,3.97,3,3.00,2.367459,NULL
13484,3.34,4,4.00,4.148019,NULL
13485,3.43,3,3.00,2.367459,NULL
13486,4,3,3.00,2.367459,NULL
13487,2,4,4.00,4.148019,NULL
13488,4.04,4,4.00,4.148019,NULL
13489,4.02,3.5,3.50,3.355911,NULL
13490,3.45,3.5,3.50,3.355911,NULL
13491,4,3.5,3.50,3.355911,NULL
13492,4.05,4,4.00,4.148019,NULL
13493,1,3,3.00,2.367459,NULL
13494,3.5,3.5,3.50,3.355911,NULL
13495,3.15,4,4.00,4.148019,NULL
13496,3.29,4,4.00,4.148019,NULL
13497,3.4,4.5,4.50,4.760267,NULL
13498,3.6,4,4.00,4.148019,NULL
13499,2.69,4.5,4.50,4.760267,NULL
13500,3.62,3.5,3.50,3.355911,NULL
13501,2.33,4,4.00,4.148019,NULL
13502,3.63,4,4.00,4.148019,NULL
13503,3.67,4.5,4.50,4.760267,NULL
13504,1.8,3.5,3.50,3.355911,NULL
13505,3,4,4.00,4.148019,NULL
13506,3.67,4,4.00,4.148019,NULL
13507,3.61,4.5,4.50,4.760267,NULL
13508,3.84,4,4.00,4.148019,NULL
13509,4.04,4,4.00,4.148019,NULL
13510,4.04,4,4.00,4.148019,NULL
13511,4.04,3.5,3.50,3.355911,NULL
13512,4.01,4,4.00,4.148019,NULL
13513,4.27,4,4.00,4.148019,NULL
13514,3.61,3.5,3.50,3.355911,NULL
13515,3.81,3.5,3.50,3.355911,NULL
13516,3.9,4,4.00,4.148019,NULL
13517,4.43,3.5,3.50,3.355911,NULL
13518,4.4,4.5,4.50,4.760267,NULL
13519,3.98,4,4.00,4.148019,NULL
13520,2.4,4.5,4.50,4.760267,NULL
13521,4.54,3.5,3.50,3.355911,NULL
13522,2.69,4.5,4.50,4.760267,NULL
13523,4.37,3.5,3.50,3.355911,NULL
13524,3.91,5,5.00,4.999613,NULL
13525,4.49,4,4.00,4.148019,NULL
13526,3.83,4,4.00,4.148019,NULL
13527,3.35,4.5,4.50,4.760267,NULL
13528,3.71,4.5,4.50,4.760267,NULL
13529,4.14,5,5.00,4.999613,NULL
13530,3.84,3.5,3.50,3.355911,NULL
13531,4.75,4,4.00,4.148019,NULL
13532,3.55,4,4.00,4.148019,NULL
13533,2.77,3.5,3.50,3.355911,NULL
13534,4.81,3,3.00,2.367459,NULL
13535,3.3,3,3.00,2.367459,NULL
13536,3.51,4,4.00,4.148019,NULL
13537,3.87,5,5.00,4.999613,NULL
13538,2.17,4,4.00,4.148019,NULL
13539,3.23,3,3.00,2.367459,NULL
13540,4.33,3.5,3.50,3.355911,NULL
13541,3.61,4,4.00,4.148019,NULL
13542,3.46,4,4.00,4.148019,NULL
13543,3.87,4,4.00,4.148019,NULL
13544,4.75,4.5,4.50,4.760267,NULL
13545,4.23,3,3.00,2.367459,NULL
13546,5,4,4.00,4.148019,NULL
13547,3.43,4,4.00,4.148019,NULL
13548,3.83,4,4.00,4.148019,NULL
13549,3.9,4.5,4.50,4.760267,NULL
13550,4.3,4.5,4.50,4.760267,NULL
13551,3.09,4,4.00,4.148019,NULL
13552,4.26,4,4.00,4.148019,NULL
13553,4.24,4.5,4.50,4.760267,NULL
13554,3.89,4,4.00,4.148019,NULL
13555,3.78,4,4.00,4.148019,NULL
13556,2.93,2.5,2.50,1.685483,NULL
13557,3.99,4,4.00,4.148019,NULL
13558,3.89,4,4.00,4.148019,NULL
13559,4,4.5,4.50,4.760267,NULL
13560,3.38,4,4.00,4.148019,NULL
13561,4,4,4.00,4.148019,NULL
13562,4.05,3.5,3.50,3.355911,NULL
13563,4.36,4.5,4.50,4.760267,NULL
13564,3.9,4.5,4.50,4.760267,NULL
13565,4.81,3.5,3.50,3.355911,NULL
13566,3.73,3,3.00,2.367459,NULL
13567,3.59,4,4.00,4.148019,NULL
13568,3.33,4.5,4.50,4.760267,NULL
13569,4.44,4,4.00,4.148019,NULL
13570,3.6,3.5,3.50,3.355911,NULL
13571,2.63,4,4.00,4.148019,NULL
13572,4.14,4.5,4.50,4.760267,NULL
13573,3.33,4.5,4.50,4.760267,NULL
13574,3.4,4,4.00,4.148019,NULL
13575,4,4.5,4.50,4.760267,NULL
13576,3.62,4,4.00,4.148019,NULL
13577,4.13,4.5,4.50,4.760267,NULL
13578,4.1,4,4.00,4.148019,NULL
13579,3,4.5,4.50,4.760267,NULL
13580,2.94,3.5,3.50,3.355911,NULL
13581,3.41,3.5,3.50,3.355911,NULL
13582,3.92,3.5,3.50,3.355911,NULL
13583,4.63,4.5,4.50,4.760267,NULL
13584,3.58,3,3.00,2.367459,NULL
13585,3.67,3.5,3.50,3.355911,NULL
13586,4.49,4,4.00,4.148019,NULL
13587,3.51,3.5,3.50,3.355911,NULL
13588,3.02,4,4.00,4.148019,NULL
13589,3.46,4.5,4.50,4.760267,NULL
13590,2.39,3.5,3.50,3.355911,NULL
13591,3.95,3.5,3.50,3.355911,NULL
13592,4.38,4.5,4.50,4.760267,NULL
13593,3.87,3.5,3.50,3.355911,NULL
13594,4.36,4.5,4.50,4.760267,NULL
13595,3.92,4,4.00,4.148019,NULL
13596,4.28,4,4.00,4.148019,NULL
13597,4.04,4.5,4.50,4.760267,NULL
13598,3.6,4,4.00,4.148019,NULL
13599,4.23,3.5,3.50,3.355911,NULL
13600,2.2,4,4.00,4.148019,NULL
13601,4,4.5,4.50,4.760267,NULL
13602,4.12,4,4.00,4.148019,NULL
13603,4,3.5,3.50,3.355911,NULL
13604,3.82,4,4.00,4.148019,NULL
13605,4.2,3,3.00,2.367459,NULL
13606,3.12,3,3.00,2.367459,NULL
13607,3.73,4,4.00,4.148019,NULL
13608,3.92,3,3.00,2.367459,NULL
13609,3.55,4,4.00,4.148019,NULL
13610,4.19,4.5,4.50,4.760267,NULL
13611,4.6,4,4.00,4.148019,NULL
13612,4.39,3,3.00,2.367459,NULL
13613,3.97,4,4.00,4.148019,NULL
13614,1.92,2,2.00,1.396213,NULL
13615,4.28,3.5,3.50,3.355911,NULL
13616,4.32,4,4.00,4.148019,NULL
13617,3.67,4,4.00,4.148019,NULL
13618,3.3,3.5,3.50,3.355911,NULL
13619,3.57,4.5,4.50,4.760267,NULL
13620,4.01,4.5,4.50,4.760267,NULL
13621,3.46,4,4.00,4.148019,NULL
13622,4.8,3.5,3.50,3.355911,NULL
13623,4.19,3,3.00,2.367459,NULL
13624,3.8,4.5,4.50,4.760267,NULL
13625,4.56,3.5,3.50,3.355911,NULL
13626,3.6,4,4.00,4.148019,NULL
13627,4.8,4.5,4.50,4.760267,NULL
13628,3.69,4,4.00,4.148019,NULL
13629,4.37,4,4.00,4.148019,NULL
13630,4.36,3.5,3.50,3.355911,NULL
13631,3.28,4,4.00,4.148019,NULL
13632,4.25,4,4.00,4.148019,NULL
13633,3.83,4.5,4.50,4.760267,NULL
13634,3.6,3.5,3.50,3.355911,NULL
13635,4.01,4,4.00,4.148019,NULL
13636,4.65,4.5,4.50,4.760267,NULL
13637,5,4,4.00,4.148019,NULL
13638,3.94,5,5.00,4.999613,NULL
13639,4.3,4.5,4.50,4.760267,NULL
13640,3.33,4,4.00,4.148019,NULL
13641,3.98,4,4.00,4.148019,NULL
13642,3.47,3,3.00,2.367459,NULL
13643,3.96,4,4.00,4.148019,NULL
13644,3.74,4.5,4.50,4.760267,NULL
13645,3.14,4,4.00,4.148019,NULL
13646,3.93,4,4.00,4.148019,NULL
13647,3.69,4,4.00,4.148019,NULL
13648,3.25,2,2.00,1.396213,NULL
13649,3.48,4,4.00,4.148019,NULL
13650,4.03,3.5,3.50,3.355911,NULL
13651,4.01,4,4.00,4.148019,NULL
13652,2.85,2.5,2.50,1.685483,NULL
13653,3.39,4,4.00,4.148019,NULL
13654,4.32,3.5,3.50,3.355911,NULL
13655,4.07,4.5,4.50,4.760267,NULL
13656,3.19,4,4.00,4.148019,NULL
13657,3.92,4,4.00,4.148019,NULL
13658,3.73,3,3.00,2.367459,NULL
13659,3.2,4.5,4.50,4.760267,NULL
13660,3,4.5,4.50,4.760267,NULL
13661,2.44,3.5,3.50,3.355911,NULL
13662,2.94,4.5,4.50,4.760267,NULL
13663,2,3.5,3.50,3.355911,NULL
13664,3.91,3.5,3.50,3.355911,NULL
13665,3.94,3.5,3.50,3.355911,NULL
13666,3.88,3.5,3.50,3.355911,NULL
13667,3.7,4,4.00,4.148019,NULL
13668,3.74,4.5,4.50,4.760267,NULL
13669,3.05,4,4.00,4.148019,NULL
13670,3.93,4.5,4.50,4.760267,NULL
13671,3.67,4.5,4.50,4.760267,NULL
13672,4.16,4,4.00,4.148019,NULL
13673,5,4.5,4.50,4.760267,NULL
13674,4.36,4,4.00,4.148019,NULL
13675,1.79,4,4.00,4.148019,NULL
13676,3.83,4.5,4.50,4.760267,NULL
13677,3.73,4,4.00,4.148019,NULL
13678,3.64,5,5.00,4.999613,NULL
13679,4.28,4.5,4.50,4.760267,NULL
13680,3.48,4,4.00,4.148019,NULL
13681,3.8,3,3.00,2.367459,NULL
13682,4.11,4,4.00,4.148019,NULL
13683,3.76,4.5,4.50,4.760267,NULL
13684,3.69,4,4.00,4.148019,NULL
13685,2.63,4.5,4.50,4.760267,NULL
13686,3.63,4.5,4.50,4.760267,NULL
13687,3.68,2.5,2.50,1.685483,NULL
13688,3.7,3,3.00,2.367459,NULL
13689,3.64,3,3.00,2.367459,NULL
13690,3.6,4.5,4.50,4.760267,NULL
13691,4.18,4,4.00,4.148019,NULL
13692,3,3.5,3.50,3.355911,NULL
13693,3.7,3,3.00,2.367459,NULL
13694,4.34,4.5,4.50,4.760267,NULL
13695,4.15,4,4.00,4.148019,NULL
13696,3.06,4,4.00,4.148019,NULL
13697,3.92,4.5,4.50,4.760267,NULL
13698,3.47,4,4.00,4.148019,NULL
13699,1.91,3.5,3.50,3.355911,NULL
13700,3.44,4,4.00,4.148019,NULL
13701,2.4,4,4.00,4.148019,NULL
13702,4,4,4.00,4.148019,NULL
13703,3.78,3.5,3.50,3.355911,NULL
13704,4.27,4.5,4.50,4.760267,NULL
13705,4.3,4.5,4.50,4.760267,NULL
13706,3.81,3.5,3.50,3.355911,NULL
13707,4.3,4,4.00,4.148019,NULL
13708,3.52,4,4.00,4.148019,NULL
13709,4.11,3,3.00,2.367459,NULL
13710,3.62,3,3.00,2.367459,NULL
13711,5,4,4.00,4.148019,NULL
13712,3.77,3.5,3.50,3.355911,NULL
13713,3.91,4,4.00,4.148019,NULL
13714,3.33,4.5,4.50,4.760267,NULL
13715,3.76,3.5,3.50,3.355911,NULL
13716,4.01,4,4.00,4.148019,NULL
13717,5,4.5,4.50,4.760267,NULL
